first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,,,,,,Rank,Value
Rosabelle,Godsmark,Female,60,19-10-1995,Executive Secretary,n/a,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,0.98,1.225,1.225,1.04125,845,845,0.563125
Guilbert,Bearns,Male,42,29-10-1982,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,0.81,1.0125,1.0125,0.860625,845,845,0.563125
Meridith,Urwin,Female,62,07-03-1997,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,0.69,0.8625,0.8625,0.8625,845,845,0.563125
Leeland,,Male,66,24-01-1957,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,0.64,0.64,0.64,0.64,845,845,0.563125
Gerta,Porrett,Female,46,13-11-1959,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,0.4,0.4,0.4,0.4,851,851,0.5625
Karrah,Howell,Female,63,07-11-1956,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,0.9,0.9,1.125,0.95625,851,851,0.5625
Alick,Baise,Male,62,16-08-1998,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,0.41,0.5125,0.5125,0.435625,851,851,0.5625
Casandra,Betteridge,Female,29,10-09-1942,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,1.08,1.35,1.6875,1.6875,854,854,0.561
Maurine,Clee,Female,45,13-09-1980,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,1.06,1.325,1.65625,1.65625,854,854,0.561
Darwin,Bumpas,Male,24,27-12-1978,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,0.66,0.825,0.825,0.825,856,856,0.56
Hayes,Daveren,Male,32,27-03-1953,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,0.51,0.6375,0.6375,0.6375,856,856,0.56
Piper,Issacov,Female,67,08-11-1939,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,0.43,0.5375,0.671875,0.671875,856,856,0.56
Markus,Pendrey,Male,88,01-08-1959,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,0.58,0.725,0.90625,0.90625,859,859,0.5578125
Sile,Zappel,Female,47,29-03-1958,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,1.08,1.08,1.08,1.08,859,859,0.5578125
Craggy,Happel,Male,37,10-02-1979,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,0.8,1,1,1,859,859,0.5578125
Egor,Mariette,Male,42,26-11-1980,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,0.72,0.72,0.72,0.72,862,862,0.5525
Reinald,Bembrigg,Male,54,21-08-1953,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,1.01,1.01,1.01,1.01,862,862,0.5525
Kissie,Line,Female,2,20-05-2000,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,0.87,1.0875,1.359375,1.359375,862,862,0.5525
Quentin,Gerleit,Female,32,15-09-1990,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,0.75,0.75,0.75,0.6375,865,865,0.55
Karoly,Burgoine,Male,57,06-04-1947,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,0.59,0.7375,0.7375,0.7375,865,865,0.55
Clarine,Piecha,Female,99,07-12-1964,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,0.71,0.71,0.8875,0.8875,865,865,0.55
Mycah,Beaston,Male,11,31-07-1961,Environmental Specialist,n/a,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,0.95,1.1875,1.484375,1.484375,865,865,0.55
Clemmie,Bartoszewicz,Female,87,28-07-1958,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,0.53,0.53,0.6625,0.563125,865,865,0.55
Randall,Mason,Male,95,28-07-1974,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,0.7,0.875,1.09375,0.9296875,870,870,0.544
Donica,Humby,Female,47,01-06-1967,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,0.54,0.54,0.675,0.57375,871,871,0.541875
Lotty,Loach,Female,76,23-08-1961,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,0.9,1.125,1.125,1.125,871,871,0.541875
Marie-jeanne,Breawood,Female,37,12-10-1953,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,0.84,0.84,0.84,0.84,871,871,0.541875
Babara,Sissel,Female,50,08-06-1974,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,0.64,0.8,1,0.85,871,871,0.541875
Rodolphe,Glenton,Male,88,28-09-1974,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,0.96,0.96,1.2,1.2,871,871,0.541875
Thorvald,Duckerin,Male,58,20-10-1995,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,0.75,0.9375,0.9375,0.9375,871,871,0.541875
Paulina,Iannuzzelli,Female,57,08-03-1956,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,0.72,0.72,0.9,0.765,877,877,0.54
Ricki,Padefield,Male,43,03-08-1948,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,0.93,1.1625,1.453125,1.453125,877,877,0.54
Lizette,McKeaveney,Female,30,11-04-1994,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,0.48,0.6,0.75,0.75,879,879,0.5375
Muffin,Bhar,Male,44,07-04-1966,,n/a,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,0.76,0.76,0.76,0.76,879,879,0.5375
Jeno,Strafford,Male,67,21-07-1941,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,0.9,0.9,1.125,1.125,879,879,0.5375
Brigg,Himsworth,Male,63,10-10-1973,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,0.83,1.0375,1.0375,0.881875,882,882,0.5355
Judi,Cazereau,Female,22,03-03-1997,GIS Technical Architect,n/a,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,0.81,1.0125,1.0125,1.0125,883,883,0.53125
Shara,Bramhill,U,24,,,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,0.56,0.56,0.7,0.7,883,883,0.53125
Raleigh,Pont,Male,48,02-11-1964,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,1.09,1.09,1.09,0.9265,883,883,0.53125
Zachariah,Meininking,Male,40,09-06-1938,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,0.75,0.9375,0.9375,0.9375,883,883,0.53125
Lesley,Garey,Male,52,29-03-1994,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,0.8,0.8,1,0.85,883,883,0.53125
Adriena,Giffin,Female,27,17-03-1957,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,0.48,0.6,0.75,0.75,888,888,0.525
Antoinette,,Female,72,28-07-1980,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,0.76,0.76,0.95,0.95,888,888,0.525
Carr,Hopkynson,Male,64,18-10-1971,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,0.74,0.74,0.74,0.74,888,888,0.525
Shay,Briand,Male,57,05-10-1956,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,0.56,0.7,0.7,0.595,888,888,0.525
Karney,Burstow,Male,51,02-07-1972,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,0.48,0.6,0.75,0.6375,888,888,0.525
Latrena,Yetts,Female,11,18-06-1999,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,0.65,0.8125,0.8125,0.8125,893,893,0.520625
Jesse,Alflat,Male,31,01-09-1984,Executive Secretary,n/a,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,0.45,0.45,0.5625,0.5625,893,893,0.520625
Kelcie,Kingaby,Female,54,24-03-2000,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,0.75,0.9375,0.9375,0.796875,893,893,0.520625
Fabio,Commuzzo,Male,5,02-10-1961,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,0.77,0.77,0.77,0.6545,896,896,0.52
Heall,Andrioli,Male,46,17-06-1941,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,0.87,1.0875,1.0875,1.0875,896,896,0.52
Rickert,Brasted,Male,47,18-09-1959,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,0.91,0.91,1.1375,0.966875,898,898,0.5125
Hedwig,Jayme,Female,38,21-08-1952,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,0.43,0.43,0.5375,0.5375,899,899,0.51
Penrod,Tomasicchio,Male,5,28-05-1968,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,0.84,0.84,1.05,1.05,899,899,0.51
Pancho,Edis,Male,1,30-12-1970,Assistant Professor,n/a,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,0.64,0.64,0.64,0.544,899,899,0.51
Andriana,Gosnoll,Female,53,19-05-1964,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,0.73,0.73,0.9125,0.775625,899,899,0.51
Nilson,Wiggam,Male,48,15-02-1996,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,0.55,0.55,0.55,0.4675,903,903,0.5015
Denny,Spleving,Female,84,13-05-1973,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,0.4,0.5,0.625,0.625,904,904,0.5
Roth,Crum,U,0,,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,0.97,0.97,0.97,0.8245,904,904,0.5
Olia,O' Mullan,Female,77,24-03-1973,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,0.69,0.69,0.69,0.5865,904,904,0.5
Conway,Juarez,Male,27,02-03-1967,Help Desk Technician,n/a,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,0.92,0.92,0.92,0.92,904,904,0.5
Dru,Crellim,Female,57,04-03-1963,,n/a,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,0.44,0.44,0.44,0.374,904,904,0.5
Shaw,MacEvilly,Male,10,06-05-2000,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,0.76,0.76,0.95,0.95,904,904,0.5
Brook,Eade,Female,65,17-11-1957,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,0.78,0.975,0.975,0.82875,904,904,0.5
Aleece,Feige,Female,49,16-09-1975,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,0.88,0.88,1.1,0.935,904,904,0.5
Dolorita,Strutton,Female,7,21-05-1991,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,0.78,0.78,0.78,0.78,904,904,0.5
Harman,A'field,Male,39,27-12-1960,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,0.78,0.975,0.975,0.975,913,913,0.499375
Hildegarde,Bamb,Female,16,10-02-1961,Help Desk Operator,n/a,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,0.92,1.15,1.4375,1.4375,913,913,0.499375
Launce,Gale,Male,86,15-01-1939,,n/a,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,0.49,0.49,0.6125,0.520625,913,913,0.499375
Ilise,Clissold,Female,58,16-11-1987,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,1.01,1.01,1.2625,1.2625,913,913,0.499375
Julita,Prene,Female,14,16-05-1979,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,0.44,0.55,0.55,0.55,913,913,0.499375
Ashlen,Willbond,Female,64,15-05-1984,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,1.01,1.01,1.01,1.01,913,913,0.499375
Keely,Bointon,Female,71,16-10-1988,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,0.82,0.82,1.025,1.025,913,913,0.499375
Poul,Gaskin,Male,78,15-06-1950,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,0.43,0.43,0.43,0.43,920,920,0.493
Sheilakathryn,Huff,Female,45,15-05-1958,Assistant Manager,n/a,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,0.75,0.9375,0.9375,0.9375,921,921,0.49
Rubia,Evetts,Female,59,21-12-1990,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,0.97,0.97,1.2125,1.030625,921,921,0.49
Francklin,Cross,Male,51,06-04-1981,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,1.03,1.2875,1.609375,1.36796875,921,921,0.49
Wilone,Champley,Female,22,06-11-1983,,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,0.92,0.92,1.15,1.15,924,924,0.48875
Lezlie,Clemits,Female,2,30-05-1973,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,0.88,1.1,1.375,1.16875,924,924,0.48875
Kathe,Oller,Female,47,20-08-1959,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,0.95,1.1875,1.1875,1.009375,926,926,0.4845
Dulce,Bradwell,Female,61,03-07-1957,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,0.6,0.6,0.75,0.6375,926,926,0.4845
Felice,Dechelette,Male,75,05-02-1998,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,0.99,0.99,0.99,0.99,928,928,0.48
Joane,Caldes,Female,84,17-03-1978,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,0.74,0.925,1.15625,1.15625,928,928,0.48
Diane,Furman,Female,67,11-08-1993,,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,0.98,1.225,1.53125,1.53125,930,930,0.478125
Ogdan,Blenkinship,Male,65,18-01-1951,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,0.8,1,1,0.85,930,930,0.478125
Kizzee,Agget,Female,98,25-07-1976,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,0.75,0.75,0.9375,0.9375,930,930,0.478125
Stephi,Highton,Female,30,09-09-1987,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,0.52,0.65,0.8125,0.690625,930,930,0.478125
Martino,Scoles,Male,18,19-01-1975,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,0.71,0.71,0.71,0.6035,930,930,0.478125
Morgen,Newport,Female,5,31-08-1960,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,0.43,0.43,0.43,0.3655,930,930,0.478125
Eugenie,Brinson,Female,79,10-08-1963,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,0.83,1.0375,1.0375,0.881875,936,936,0.476
Reinold,Natt,Male,16,23-08-1964,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,0.63,0.7875,0.7875,0.7875,937,937,0.47
Jo,Roberts,Female,41,31-10-1945,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,0.74,0.925,0.925,0.925,937,937,0.47
Jacklin,Duchant,Female,77,18-03-1940,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,0.49,0.49,0.49,0.4165,939,939,0.4675
Colas,Gabbitas,Male,98,09-09-1946,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,0.43,0.43,0.5375,0.5375,939,939,0.4675
Claudetta,Ricciardiello,Female,61,30-04-1974,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,0.88,1.1,1.1,0.935,939,939,0.4675
Angele,Cadore,Female,5,06-09-1954,Chief Design Engineer,n/a,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,0.58,0.725,0.725,0.61625,939,939,0.4675
Cicily,Hast,Female,63,26-04-1971,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,0.61,0.7625,0.7625,0.7625,939,939,0.4675
Harland,Messenger,Male,90,28-05-1974,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,0.71,0.71,0.8875,0.754375,944,944,0.46
Sim,Constantinou,Male,91,09-08-1992,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,1.07,1.07,1.3375,1.136875,944,944,0.46
Shanon,Rolfe,Female,63,19-08-1941,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,0.78,0.78,0.78,0.78,944,944,0.46
Chryste,Oddboy,Female,44,22-08-1988,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,0.58,0.725,0.90625,0.90625,947,947,0.459
Edin,Patinkin,Female,35,26-03-1992,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,0.65,0.65,0.65,0.5525,948,948,0.456875
Nolly,Ivanchikov,Male,13,10-02-1994,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,1.07,1.3375,1.671875,1.671875,948,948,0.456875
Michele,Pammenter,Male,23,26-06-1983,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,1.1,1.1,1.1,1.1,948,948,0.456875
Liane,Abelevitz,Female,26,25-11-1976,Operator,n/a,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,1.02,1.02,1.02,0.867,951,951,0.4505
Philbert,Bangs,Male,67,03-03-1966,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,0.42,0.525,0.525,0.44625,951,951,0.4505
Candy,,Female,23,08-12-1977,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,0.81,0.81,0.81,0.6885,951,951,0.4505
Noami,Cokly,Female,74,17-09-1962,,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,0.45,0.5625,0.703125,0.59765625,954,954,0.45
Lyndell,Jereatt,Female,14,28-11-1994,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,0.86,0.86,1.075,1.075,954,954,0.45
Maximilien,Bourget,Male,12,29-04-1969,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,0.79,0.9875,0.9875,0.839375,956,956,0.44625
Benedikta,Naptin,Female,59,13-08-1995,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,0.41,0.5125,0.640625,0.54453125,956,956,0.44625
Rhodie,Gaskall,Female,83,01-02-1964,VP Quality Control,n/a,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,0.65,0.8125,1.015625,0.86328125,956,956,0.44625
Afton,Andrassy,Female,78,14-10-1998,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,0.66,0.66,0.66,0.561,956,956,0.44625
Blondell,Dibdall,Female,62,03-01-1967,Programmer III,n/a,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,0.89,0.89,0.89,0.7565,960,960,0.442
Sonia,Dunstall,Female,0,30-07-1975,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,1.06,1.06,1.325,1.12625,960,960,0.442
Benedikt,Adamou,Male,15,15-01-1987,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,1.08,1.08,1.08,0.918,960,960,0.442
Don,Spratling,Male,82,05-01-1969,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,0.48,0.6,0.75,0.75,963,963,0.44
Moll,Ogilby,Female,25,19-12-1980,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,0.96,1.2,1.2,1.02,963,963,0.44
Jammie,Seldner,Female,42,25-02-1975,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,0.51,0.6375,0.796875,0.67734375,963,963,0.44
Inglis,Pickaver,Male,33,25-06-1994,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,0.63,0.63,0.63,0.63,963,963,0.44
Clarabelle,Broschek,Female,6,25-08-1963,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,0.46,0.46,0.46,0.391,967,967,0.435625
Tillie,Bisseker,Female,74,10-08-1960,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,0.59,0.59,0.7375,0.7375,967,967,0.435625
Irving,Babcock,Male,60,17-01-1986,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,0.81,1.0125,1.0125,1.0125,967,967,0.435625
Evered,Gludor,Male,3,30-04-1951,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,1,1.25,1.25,1.25,967,967,0.435625
Mavra,Finan,Female,30,23-08-1967,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,0.5,0.625,0.78125,0.78125,967,967,0.435625
Frieda,Tavinor,Female,43,04-03-1999,,n/a,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,0.85,0.85,0.85,0.85,972,972,0.43
Ellwood,Budden,Male,82,03-06-1998,,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,0.46,0.575,0.71875,0.6109375,972,972,0.43
Alex,Patshull,Female,37,02-01-1966,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,0.48,0.6,0.6,0.51,974,974,0.425
Aundrea,Outridge,Female,77,24-01-2001,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,0.88,1.1,1.375,1.375,974,974,0.425
Amby,Bodega,Male,63,12-06-1968,Recruiter,n/a,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,0.85,1.0625,1.0625,1.0625,974,974,0.425
Esme,Pilipets,Male,15,06-05-1967,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,0.78,0.975,1.21875,1.0359375,977,977,0.42
Beverly,Domnick,Female,56,10-12-1938,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,0.57,0.57,0.7125,0.605625,977,977,0.42
Artemis,Swanson,Male,77,12-02-1977,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,0.86,1.075,1.075,0.91375,979,979,0.4165
Daryle,Marginson,Male,93,27-06-1986,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,0.64,0.8,1,0.85,979,979,0.4165
Tyne,Anshell,Female,71,08-04-1992,Mechanical Systems Engineer,n/a,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,0.92,1.15,1.15,0.9775,979,979,0.4165
Leona,Shorrock,Female,83,23-08-1951,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,1.01,1.2625,1.578125,1.578125,979,979,0.4165
Bertrando,Carass,Male,45,25-06-1956,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,0.48,0.48,0.48,0.408,983,983,0.41
Augusta,Munns,Female,5,17-09-1951,Quality Control Specialist,n/a,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,0.46,0.46,0.575,0.48875,983,983,0.41
Pauline,Dallosso,U,82,,Desktop Support Technician,IT,Affluent Customer,N,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,0.58,0.725,0.90625,0.90625,985,985,0.408
Lauralee,Fudge,Female,83,21-09-1987,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,0.43,0.43,0.5375,0.456875,985,985,0.408
Consalve,Ballay,Male,41,18-09-1959,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,0.98,1.225,1.225,1.04125,987,987,0.4
Lolly,Prewer,Female,44,23-10-1997,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,0.84,0.84,0.84,0.714,988,988,0.3995
